itemID,director,movieLanguage,actor1,actor2,actor3
2978,791,9,378,1937,1172
3985,684,9,710,1001,1165
3752,67,9,1636,322,933
3986,679,9,143,1633,1491
3222,66,9,1347,470,503
3177,617,9,1390,245,912
3987,180,9,1799,1226,1677
3988,695,9,298,5,9
4102,582,9,463,356,453
4109,694,9,1685,1749,201
4110,196,9,1055,1305,15
4111,542,9,660,1439,1246
4112,372,9,810,1083,63
3242,431,9,608,1855,754
4113,583,9,1105,350,323
3737,650,9,1659,936,396
4115,351,9,119,1360,272
4116,448,9,1556,1093,1506
2668,395,9,541,1098,1250
4150,196,9,1427,1602,54
4043,447,9,1031,969,1010
4243,175,9,1107,335,859
4335,801,9,673,1710,98
4336,375,9,1579,1627,280
4162,196,9,110,1019,1183
4337,669,9,1347,1062,432
4286,439,9,165,1196,1569
4338,144,9,291,343,293
4339,53,9,251,1401,388
2251,259,9,1508,1630,1059
4340,75,9,1272,1253,874
4314,677,9,1019,746,1596
4341,215,9,1267,315,531
4315,197,9,1079,1151,95
4342,486,9,1402,630,1728
2836,203,9,476,1318,1205
4343,150,9,712,1812,71
4344,191,9,1931,683,1650
2427,393,9,965,352,1682
4345,358,9,516,567,1064
4346,268,9,267,1605,1844
205,286,9,1260,1832,879
206,62,9,457,1278,1112
207,526,9,1098,1949,643
208,113,9,1042,1225,382
209,196,9,1688,1343,176
183,0,9,457,534,155
3546,52,9,1008,1439,1593
3242,431,9,608,1855,754
3685,44,9,1017,1430,1229
3686,296,9,131,1518,1485
3811,261,9,1620,409,315
3812,530,9,1542,667,1252
3813,598,9,1604,896,1800
3620,740,9,660,223,1297
3814,671,9,1630,818,1265
3252,256,9,1077,318,1004
3815,285,9,1625,1054,410
2086,368,9,1795,1074,206
3817,643,9,710,1500,1935
3554,772,9,391,1022,1302
3818,488,9,127,298,1652
3819,730,9,1222,1911,1350
3984,454,9,251,1037,1857
2978,791,9,378,1937,1172
3985,684,9,710,1001,1165
3752,67,9,1636,322,933
3986,679,9,143,1633,1491
3222,66,9,1347,470,503
3177,617,9,1390,245,912
3987,180,9,1799,1226,1677
3988,695,9,298,5,9
4102,582,9,463,356,453
4109,694,9,1685,1749,201
4110,196,9,1055,1305,15
4111,542,9,660,1439,1246
4112,372,9,810,1083,63
3242,431,9,608,1855,754
4113,583,9,1105,350,323
3737,650,9,1659,936,396
4115,351,9,119,1360,272
4116,448,9,1556,1093,1506
2668,395,9,541,1098,1250
4150,196,9,1427,1602,54
4043,447,9,1031,969,1010
4243,175,9,1107,335,859
4335,801,9,673,1710,98
4336,375,9,1579,1627,280
4162,196,9,110,1019,1183
4337,669,9,1347,1062,432
4286,439,9,165,1196,1569
4338,144,9,291,343,293
4339,53,9,251,1401,388
2251,259,9,1508,1630,1059
4340,75,9,1272,1253,874
4314,677,9,1019,746,1596
4341,215,9,1267,315,531
4315,197,9,1079,1151,95
4342,486,9,1402,630,1728
2836,203,9,476,1318,1205
4343,150,9,712,1812,71
4344,191,9,1931,683,1650
2427,393,9,965,352,1682
4345,358,9,516,567,1064
4346,268,9,267,1605,1844
205,286,9,1260,1832,879
206,62,9,457,1278,1112
207,526,9,1098,1949,643
208,113,9,1042,1225,382
209,196,9,1688,1343,176
183,0,9,457,534,155
3546,52,9,1008,1439,1593
3242,431,9,608,1855,754
3685,44,9,1017,1430,1229
3686,296,9,131,1518,1485
3811,261,9,1620,409,315
3812,530,9,1542,667,1252
3813,598,9,1604,896,1800
3620,740,9,660,223,1297
3814,671,9,1630,818,1265
3252,256,9,1077,318,1004
3815,285,9,1625,1054,410
2086,368,9,1795,1074,206
3817,643,9,710,1500,1935
3554,772,9,391,1022,1302
3818,488,9,127,298,1652
3819,730,9,1222,1911,1350
3984,454,9,251,1037,1857
2978,791,9,378,1937,1172
3985,684,9,710,1001,1165
3752,67,9,1636,322,933
3986,679,9,143,1633,1491
3222,66,9,1347,470,503
3177,617,9,1390,245,912
3987,180,9,1799,1226,1677
3988,695,9,298,5,9
4102,582,9,463,356,453
4109,694,9,1685,1749,201
4110,196,9,1055,1305,15
4111,542,9,660,1439,1246
4112,372,9,810,1083,63
3242,431,9,608,1855,754
4113,583,9,1105,350,323
3737,650,9,1659,936,396
4115,351,9,119,1360,272
4116,448,9,1556,1093,1506
2668,395,9,541,1098,1250
4150,196,9,1427,1602,54
4043,447,9,1031,969,1010
4243,175,9,1107,335,859
4335,801,9,673,1710,98
4336,375,9,1579,1627,280
4162,196,9,110,1019,1183
4337,669,9,1347,1062,432
4286,439,9,165,1196,1569
4338,144,9,291,343,293
4339,53,9,251,1401,388
2251,259,9,1508,1630,1059
4340,75,9,1272,1253,874
4314,677,9,1019,746,1596
4341,215,9,1267,315,531
4315,197,9,1079,1151,95
4342,486,9,1402,630,1728
2836,203,9,476,1318,1205
4343,150,9,712,1812,71
4344,191,9,1931,683,1650
2427,393,9,965,352,1682
4345,358,9,516,567,1064
4346,268,9,267,1605,1844
205,286,9,1260,1832,879
206,62,9,457,1278,1112
207,526,9,1098,1949,643
208,113,9,1042,1225,382
209,196,9,1688,1343,176
183,0,9,457,534,155
3546,52,9,1008,1439,1593
3242,431,9,608,1855,754
3685,44,9,1017,1430,1229
3686,296,9,131,1518,1485
3811,261,9,1620,409,315
3812,530,9,1542,667,1252
3813,598,9,1604,896,1800
3620,740,9,660,223,1297
3814,671,9,1630,818,1265
3252,256,9,1077,318,1004
3815,285,9,1625,1054,410
2086,368,9,1795,1074,206
3817,643,9,710,1500,1935
3554,772,9,391,1022,1302
3818,488,9,127,298,1652
3819,730,9,1222,1911,1350
3984,454,9,251,1037,1857
2978,791,9,378,1937,1172
3985,684,9,710,1001,1165
3752,67,9,1636,322,933
3986,679,9,143,1633,1491
3222,66,9,1347,470,503
3177,617,9,1390,245,912
3987,180,9,1799,1226,1677
3988,695,9,298,5,9
4102,582,9,463,356,453
4109,694,9,1685,1749,201
4110,196,9,1055,1305,15
4111,542,9,660,1439,1246
4112,372,9,810,1083,63
3242,431,9,608,1855,754
4113,583,9,1105,350,323
3737,650,9,1659,936,396
4115,351,9,119,1360,272
4116,448,9,1556,1093,1506
2668,395,9,541,1098,1250
4150,196,9,1427,1602,54
4043,447,9,1031,969,1010
4243,175,9,1107,335,859
4335,801,9,673,1710,98
4336,375,9,1579,1627,280
4162,196,9,110,1019,1183
4337,669,9,1347,1062,432
4286,439,9,165,1196,1569
4338,144,9,291,343,293
4339,53,9,251,1401,388
2251,259,9,1508,1630,1059
4340,75,9,1272,1253,874
4314,677,9,1019,746,1596
4341,215,9,1267,315,531
4315,197,9,1079,1151,95
4342,486,9,1402,630,1728
2836,203,9,476,1318,1205
4343,150,9,712,1812,71
4344,191,9,1931,683,1650
2427,393,9,965,352,1682
4345,358,9,516,567,1064
4346,268,9,267,1605,1844
205,286,9,1260,1832,879
206,62,9,457,1278,1112
207,526,9,1098,1949,643
208,113,9,1042,1225,382
209,196,9,1688,1343,176
183,0,9,457,534,155
3546,52,9,1008,1439,1593
3242,431,9,608,1855,754
3685,44,9,1017,1430,1229
3686,296,9,131,1518,1485
3811,261,9,1620,409,315
3812,530,9,1542,667,1252
3813,598,9,1604,896,1800
3620,740,9,660,223,1297
3814,671,9,1630,818,1265
3252,256,9,1077,318,1004
3815,285,9,1625,1054,410
2086,368,9,1795,1074,206
3817,643,9,710,1500,1935
3554,772,9,391,1022,1302
3818,488,9,127,298,1652
3819,730,9,1222,1911,1350
3984,454,9,251,1037,1857
2978,791,9,378,1937,1172
3985,684,9,710,1001,1165
3752,67,9,1636,322,933
3986,679,9,143,1633,1491
3222,66,9,1347,470,503
3177,617,9,1390,245,912
3987,180,9,1799,1226,1677
3988,695,9,298,5,9
4102,582,9,463,356,453
4109,694,9,1685,1749,201
4110,196,9,1055,1305,15
4111,542,9,660,1439,1246
4112,372,9,810,1083,63
3242,431,9,608,1855,754
4113,583,9,1105,350,323
3737,650,9,1659,936,396
4115,351,9,119,1360,272
4116,448,9,1556,1093,1506
2668,395,9,541,1098,1250
4150,196,9,1427,1602,54
4043,447,9,1031,969,1010
4243,175,9,1107,335,859
4335,801,9,673,1710,98
4336,375,9,1579,1627,280
4162,196,9,110,1019,1183
4337,669,9,1347,1062,432
4286,439,9,165,1196,1569
4338,144,9,291,343,293
4339,53,9,251,1401,388
2251,259,9,1508,1630,1059
4340,75,9,1272,1253,874
4314,677,9,1019,746,1596
4341,215,9,1267,315,531
4315,197,9,1079,1151,95
4342,486,9,1402,630,1728
2836,203,9,476,1318,1205
4343,150,9,712,1812,71
4344,191,9,1931,683,1650
2427,393,9,965,352,1682
4345,358,9,516,567,1064
4346,268,9,267,1605,1844
205,286,9,1260,1832,879
206,62,9,457,1278,1112
207,526,9,1098,1949,643
208,113,9,1042,1225,382
209,196,9,1688,1343,176
183,0,9,457,534,155
3546,52,9,1008,1439,1593
3242,431,9,608,1855,754
3685,44,9,1017,1430,1229
3686,296,9,131,1518,1485
3811,261,9,1620,409,315
3812,530,9,1542,667,1252
3813,598,9,1604,896,1800
3620,740,9,660,223,1297
3814,671,9,1630,818,1265
3252,256,9,1077,318,1004
3815,285,9,1625,1054,410
2086,368,9,1795,1074,206
3817,643,9,710,1500,1935
3554,772,9,391,1022,1302
3818,488,9,127,298,1652
3819,730,9,1222,1911,1350
3984,454,9,251,1037,1857
2978,791,9,378,1937,1172
3985,684,9,710,1001,1165
3752,67,9,1636,322,933
3986,679,9,143,1633,1491
3222,66,9,1347,470,503
3177,617,9,1390,245,912
3987,180,9,1799,1226,1677
3988,695,9,298,5,9
4102,582,9,463,356,453
4109,694,9,1685,1749,201
4110,196,9,1055,1305,15
4111,542,9,660,1439,1246
4112,372,9,810,1083,63
3242,431,9,608,1855,754
4113,583,9,1105,350,323
3737,650,9,1659,936,396
4115,351,9,119,1360,272
4116,448,9,1556,1093,1506
2668,395,9,541,1098,1250
4150,196,9,1427,1602,54
4043,447,9,1031,969,1010
4243,175,9,1107,335,859
4335,801,9,673,1710,98
4336,375,9,1579,1627,280
4162,196,9,110,1019,1183
4337,669,9,1347,1062,432
4286,439,9,165,1196,1569
4338,144,9,291,343,293
4339,53,9,251,1401,388
2251,259,9,1508,1630,1059
4340,75,9,1272,1253,874
4314,677,9,1019,746,1596
4341,215,9,1267,315,531
4315,197,9,1079,1151,95
4342,486,9,1402,630,1728
2836,203,9,476,1318,1205
4343,150,9,712,1812,71
4344,191,9,1931,683,1650
2427,393,9,965,352,1682
4345,358,9,516,567,1064
4346,268,9,267,1605,1844
205,286,9,1260,1832,879
206,62,9,457,1278,1112
207,526,9,1098,1949,643
208,113,9,1042,1225,382
209,196,9,1688,1343,176
183,0,9,457,534,155
3546,52,9,1008,1439,1593
3242,431,9,608,1855,754
3685,44,9,1017,1430,1229
3686,296,9,131,1518,1485
3811,261,9,1620,409,315
3812,530,9,1542,667,1252
3813,598,9,1604,896,1800
3620,740,9,660,223,1297
3814,671,9,1630,818,1265
3252,256,9,1077,318,1004
3815,285,9,1625,1054,410
2086,368,9,1795,1074,206
3817,643,9,710,1500,1935
3554,772,9,391,1022,1302
3818,488,9,127,298,1652
3819,730,9,1222,1911,1350
3984,454,9,251,1037,1857
2978,791,9,378,1937,1172
3985,684,9,710,1001,1165
3752,67,9,1636,322,933
3986,679,9,143,1633,1491
3222,66,9,1347,470,503
3177,617,9,1390,245,912
3987,180,9,1799,1226,1677
3988,695,9,298,5,9
4102,582,9,463,356,453
4109,694,9,1685,1749,201
4110,196,9,1055,1305,15
4111,542,9,660,1439,1246
4112,372,9,810,1083,63
3242,431,9,608,1855,754
4113,583,9,1105,350,323
3737,650,9,1659,936,396
4115,351,9,119,1360,272
4116,448,9,1556,1093,1506
2668,395,9,541,1098,1250
4150,196,9,1427,1602,54
4043,447,9,1031,969,1010
4243,175,9,1107,335,859
4335,801,9,673,1710,98
4336,375,9,1579,1627,280
4162,196,9,110,1019,1183
4337,669,9,1347,1062,432
4286,439,9,165,1196,1569
4338,144,9,291,343,293
4339,53,9,251,1401,388
2251,259,9,1508,1630,1059
4340,75,9,1272,1253,874
4314,677,9,1019,746,1596
4341,215,9,1267,315,531
4315,197,9,1079,1151,95
4342,486,9,1402,630,1728
2836,203,9,476,1318,1205
4343,150,9,712,1812,71
4344,191,9,1931,683,1650
2427,393,9,965,352,1682
4345,358,9,516,567,1064
4346,268,9,267,1605,1844
205,286,9,1260,1832,879
206,62,9,457,1278,1112
207,526,9,1098,1949,643
208,113,9,1042,1225,382
209,196,9,1688,1343,176
183,0,9,457,534,155
3546,52,9,1008,1439,1593
3242,431,9,608,1855,754
3685,44,9,1017,1430,1229
3686,296,9,131,1518,1485
3811,261,9,1620,409,315
3812,530,9,1542,667,1252
3813,598,9,1604,896,1800
3620,740,9,660,223,1297
3814,671,9,1630,818,1265
3252,256,9,1077,318,1004
3815,285,9,1625,1054,410
2086,368,9,1795,1074,206
3817,643,9,710,1500,1935
3554,772,9,391,1022,1302
3818,488,9,127,298,1652
3819,730,9,1222,1911,1350
3984,454,9,251,1037,1857
2978,791,9,378,1937,1172
3985,684,9,710,1001,1165
3752,67,9,1636,322,933
3986,679,9,143,1633,1491
3222,66,9,1347,470,503
3177,617,9,1390,245,912
3987,180,9,1799,1226,1677
3988,695,9,298,5,9
4102,582,9,463,356,453
4109,694,9,1685,1749,201
4110,196,9,1055,1305,15
4111,542,9,660,1439,1246
4112,372,9,810,1083,63
3242,431,9,608,1855,754
4113,583,9,1105,350,323
3737,650,9,1659,936,396
4115,351,9,119,1360,272
4116,448,9,1556,1093,1506
2668,395,9,541,1098,1250
4150,196,9,1427,1602,54
4043,447,9,1031,969,1010
4243,175,9,1107,335,859
4335,801,9,673,1710,98
4336,375,9,1579,1627,280
4162,196,9,110,1019,1183
4337,669,9,1347,1062,432
4286,439,9,165,1196,1569
4338,144,9,291,343,293
4339,53,9,251,1401,388
2251,259,9,1508,1630,1059
4340,75,9,1272,1253,874
4314,677,9,1019,746,1596
4341,215,9,1267,315,531
4315,197,9,1079,1151,95
4342,486,9,1402,630,1728
2836,203,9,476,1318,1205
4343,150,9,712,1812,71
4344,191,9,1931,683,1650
2427,393,9,965,352,1682
4345,358,9,516,567,1064
4346,268,9,267,1605,1844
99,396,9,1622,699,497
233,347,9,771,189,1848
234,524,9,639,316,25
3713,357,9,877,1297,998
3726,159,9,1416,1924,1380
3772,159,9,747,1560,547
99,396,9,1622,699,497
233,347,9,771,189,1848
234,524,9,639,316,25
3713,357,9,877,1297,998
3726,159,9,1416,1924,1380
3772,159,9,747,1560,547
99,396,9,1622,699,497
233,347,9,771,189,1848
234,524,9,639,316,25
3713,357,9,877,1297,998
3726,159,9,1416,1924,1380
3772,159,9,747,1560,547
99,396,9,1622,699,497
233,347,9,771,189,1848
234,524,9,639,316,25
3713,357,9,877,1297,998
3726,159,9,1416,1924,1380
3772,159,9,747,1560,547
199,691,9,1019,195,817
199,691,9,1019,195,817
199,691,9,1019,195,817
199,691,9,1019,195,817
236,569,9,476,1916,1928
236,569,9,476,1916,1928
236,569,9,476,1916,1928
236,569,9,476,1916,1928
111,780,9,231,591,348
166,126,9,862,667,366
111,780,9,231,591,348
166,126,9,862,667,366
111,780,9,231,591,348
166,126,9,862,667,366
111,780,9,231,591,348
166,126,9,862,667,366
220,23,9,1957,239,246
244,47,9,1073,1151,285
245,47,9,1073,1151,285
246,47,9,1073,1151,285
247,53,9,1604,497,583
248,224,9,1272,24,811
249,224,9,24,1624,482
250,224,9,24,90,482
220,23,9,1957,239,246
244,47,9,1073,1151,285
245,47,9,1073,1151,285
246,47,9,1073,1151,285
247,53,9,1604,497,583
248,224,9,1272,24,811
249,224,9,24,1624,482
250,224,9,24,90,482
220,23,9,1957,239,246
244,47,9,1073,1151,285
245,47,9,1073,1151,285
246,47,9,1073,1151,285
247,53,9,1604,497,583
248,224,9,1272,24,811
249,224,9,24,1624,482
250,224,9,24,90,482
3505,644,9,452,947,1886
3505,644,9,452,947,1886
3505,644,9,452,947,1886
3505,644,9,452,947,1886
3511,681,9,20,1841,622
3512,665,9,1630,1331,1863
3191,401,9,938,121,1702
3511,681,9,20,1841,622
3512,665,9,1630,1331,1863
3191,401,9,938,121,1702
3511,681,9,20,1841,622
3512,665,9,1630,1331,1863
3191,401,9,938,121,1702
3511,681,9,20,1841,622
3512,665,9,1630,1331,1863
3191,401,9,938,121,1702
3519,563,23,1270,1769,515
65,556,9,979,1658,542
104,565,9,20,1151,1887
52,416,9,1420,676,28
180,762,9,531,1602,1800
212,307,9,1680,1994,1776
3553,156,5,1561,1118,211
3554,772,9,391,1022,1302
66,666,9,437,1795,1374
201,184,9,895,953,1150
1,549,9,494,1348,1467
3595,186,9,16,1100,344
3545,201,9,1344,1284,550
3628,577,16,1761,1111,1741
3624,295,5,1920,705,1198
3750,157,9,817,1057,77
3519,563,23,1270,1769,515
65,556,9,979,1658,542
104,565,9,20,1151,1887
52,416,9,1420,676,28
180,762,9,531,1602,1800
212,307,9,1680,1994,1776
3553,156,5,1561,1118,211
3554,772,9,391,1022,1302
66,666,9,437,1795,1374
201,184,9,895,953,1150
1,549,9,494,1348,1467
3595,186,9,16,1100,344
3545,201,9,1344,1284,550
3628,577,16,1761,1111,1741
3624,295,5,1920,705,1198
3750,157,9,817,1057,77
3519,563,23,1270,1769,515
65,556,9,979,1658,542
104,565,9,20,1151,1887
52,416,9,1420,676,28
180,762,9,531,1602,1800
212,307,9,1680,1994,1776
3553,156,5,1561,1118,211
3554,772,9,391,1022,1302
66,666,9,437,1795,1374
201,184,9,895,953,1150
1,549,9,494,1348,1467
3595,186,9,16,1100,344
3545,201,9,1344,1284,550
3628,577,16,1761,1111,1741
3624,295,5,1920,705,1198
3750,157,9,817,1057,77
3519,563,23,1270,1769,515
65,556,9,979,1658,542
104,565,9,20,1151,1887
52,416,9,1420,676,28
180,762,9,531,1602,1800
212,307,9,1680,1994,1776
3553,156,5,1561,1118,211
3554,772,9,391,1022,1302
66,666,9,437,1795,1374
201,184,9,895,953,1150
1,549,9,494,1348,1467
3595,186,9,16,1100,344
3545,201,9,1344,1284,550
3628,577,16,1761,1111,1741
3624,295,5,1920,705,1198
3750,157,9,817,1057,77
187,628,5,1379,213,1125
38,65,9,1833,154,1738
3726,159,9,1416,1924,1380
3727,247,9,1422,1515,412
51,313,9,749,1416,1778
233,347,9,771,189,1848
187,628,5,1379,213,1125
38,65,9,1833,154,1738
3726,159,9,1416,1924,1380
3727,247,9,1422,1515,412
51,313,9,749,1416,1778
233,347,9,771,189,1848
187,628,5,1379,213,1125
38,65,9,1833,154,1738
3726,159,9,1416,1924,1380
3727,247,9,1422,1515,412
51,313,9,749,1416,1778
233,347,9,771,189,1848
187,628,5,1379,213,1125
38,65,9,1833,154,1738
3726,159,9,1416,1924,1380
3727,247,9,1422,1515,412
51,313,9,749,1416,1778
233,347,9,771,189,1848
3526,345,9,1906,1215,1476
3526,345,9,1906,1215,1476
3526,345,9,1906,1215,1476
3526,345,9,1906,1215,1476
3523,366,9,340,214,215
2628,669,9,1866,1637,646
3510,165,9,914,89,1040
243,167,9,1859,400,1704
3525,787,9,1891,1300,1285
3526,345,9,1906,1215,1476
61,792,9,20,1697,469
191,279,9,1947,1119,1640
192,176,9,1947,917,1667
3527,680,9,951,328,72
138,490,9,1169,169,1265
3528,314,9,1161,286,434
2592,0,9,1626,902,814
18,750,9,1803,251,1376
3529,225,9,1073,1560,1740
3530,118,9,1881,1392,681
3531,814,9,667,1164,461
3532,793,24,1719,768,1939
13,590,9,1382,57,1109
3533,456,9,790,1128,787
3534,322,9,1713,279,489
3536,429,9,106,1585,1735
3537,429,9,1735,1273,106
3538,182,9,106,1752,1585
3539,182,9,106,1585,401
3507,763,9,969,357,1396
3540,522,9,583,1958,380
3541,429,9,1735,1273,258
3542,155,9,720,1005,1342
66,666,9,437,1795,1374
3510,165,9,914,89,1040
243,167,9,1859,400,1704
3525,787,9,1891,1300,1285
3526,345,9,1906,1215,1476
61,792,9,20,1697,469
191,279,9,1947,1119,1640
192,176,9,1947,917,1667
3527,680,9,951,328,72
138,490,9,1169,169,1265
3528,314,9,1161,286,434
2592,0,9,1626,902,814
18,750,9,1803,251,1376
3529,225,9,1073,1560,1740
3530,118,9,1881,1392,681
3531,814,9,667,1164,461
3532,793,24,1719,768,1939
13,590,9,1382,57,1109
3533,456,9,790,1128,787
3534,322,9,1713,279,489
3536,429,9,106,1585,1735
3537,429,9,1735,1273,106
3538,182,9,106,1752,1585
3539,182,9,106,1585,401
3507,763,9,969,357,1396
3540,522,9,583,1958,380
3541,429,9,1735,1273,258
3542,155,9,720,1005,1342
66,666,9,437,1795,1374
3523,366,9,340,214,215
2628,669,9,1866,1637,646
3510,165,9,914,89,1040
243,167,9,1859,400,1704
3525,787,9,1891,1300,1285
3526,345,9,1906,1215,1476
61,792,9,20,1697,469
191,279,9,1947,1119,1640
192,176,9,1947,917,1667
3527,680,9,951,328,72
138,490,9,1169,169,1265
3528,314,9,1161,286,434
2592,0,9,1626,902,814
18,750,9,1803,251,1376
3529,225,9,1073,1560,1740
3530,118,9,1881,1392,681
3531,814,9,667,1164,461
3532,793,24,1719,768,1939
13,590,9,1382,57,1109
3533,456,9,790,1128,787
3534,322,9,1713,279,489
3536,429,9,106,1585,1735
3537,429,9,1735,1273,106
3538,182,9,106,1752,1585
3539,182,9,106,1585,401
3507,763,9,969,357,1396
3540,522,9,583,1958,380
3541,429,9,1735,1273,258
3542,155,9,720,1005,1342
66,666,9,437,1795,1374
3523,366,9,340,214,215
2628,669,9,1866,1637,646
3510,165,9,914,89,1040
243,167,9,1859,400,1704
3525,787,9,1891,1300,1285
3526,345,9,1906,1215,1476
61,792,9,20,1697,469
191,279,9,1947,1119,1640
192,176,9,1947,917,1667
3527,680,9,951,328,72
138,490,9,1169,169,1265
3528,314,9,1161,286,434
2592,0,9,1626,902,814
18,750,9,1803,251,1376
3529,225,9,1073,1560,1740
3530,118,9,1881,1392,681
3531,814,9,667,1164,461
3532,793,24,1719,768,1939
13,590,9,1382,57,1109
3533,456,9,790,1128,787
3534,322,9,1713,279,489
3536,429,9,106,1585,1735
3537,429,9,1735,1273,106
3538,182,9,106,1752,1585
3539,182,9,106,1585,401
3507,763,9,969,357,1396
3540,522,9,583,1958,380
3541,429,9,1735,1273,258
3542,155,9,720,1005,1342
66,666,9,437,1795,1374
3528,314,9,1161,286,434
3528,314,9,1161,286,434
3528,314,9,1161,286,434
3528,314,9,1161,286,434
3543,471,9,1456,1436,799
212,307,9,1680,1994,1776
194,129,9,1121,1629,1820
2360,648,9,1174,1441,306
3544,93,9,184,821,355
79,178,9,1121,1629,1820
3543,471,9,1456,1436,799
212,307,9,1680,1994,1776
194,129,9,1121,1629,1820
2360,648,9,1174,1441,306
3544,93,9,184,821,355
79,178,9,1121,1629,1820
3543,471,9,1456,1436,799
212,307,9,1680,1994,1776
194,129,9,1121,1629,1820
2360,648,9,1174,1441,306
3544,93,9,184,821,355
79,178,9,1121,1629,1820
3543,471,9,1456,1436,799
212,307,9,1680,1994,1776
194,129,9,1121,1629,1820
2360,648,9,1174,1441,306
3544,93,9,184,821,355
79,178,9,1121,1629,1820
3098,255,9,1263,710,282
3570,130,9,475,168,261
54,560,9,1233,835,644
3098,255,9,1263,710,282
3570,130,9,475,168,261
54,560,9,1233,835,644
3098,255,9,1263,710,282
3570,130,9,475,168,261
54,560,9,1233,835,644
3098,255,9,1263,710,282
3570,130,9,475,168,261
54,560,9,1233,835,644
3598,537,9,1377,526,263
3599,181,9,426,1657,568
3600,8,9,564,1104,1043
3598,537,9,1377,526,263
3599,181,9,426,1657,568
3600,8,9,564,1104,1043
3598,537,9,1377,526,263
3599,181,9,426,1657,568
3600,8,9,564,1104,1043
3598,537,9,1377,526,263
3599,181,9,426,1657,568
3600,8,9,564,1104,1043
3598,537,9,1377,526,263
3599,181,9,426,1657,568
3600,8,9,564,1104,1043
3598,537,9,1377,526,263
3599,181,9,426,1657,568
3600,8,9,564,1104,1043
3598,537,9,1377,526,263
3599,181,9,426,1657,568
3600,8,9,564,1104,1043
3598,537,9,1377,526,263
3599,181,9,426,1657,568
3600,8,9,564,1104,1043
3579,667,9,251,1404,960
3610,621,9,1782,857,1658
3579,667,9,251,1404,960
3610,621,9,1782,857,1658
3579,667,9,251,1404,960
3610,621,9,1782,857,1658
3579,667,9,251,1404,960
3610,621,9,1782,857,1658
3706,320,9,976,974,533
3707,171,9,1603,1756,714
3708,139,9,384,359,164
3709,157,9,50,1176,824
3710,251,9,1678,1376,859
3610,621,9,1782,857,1658
3736,127,9,1327,964,327
3706,320,9,976,974,533
3707,171,9,1603,1756,714
3708,139,9,384,359,164
3709,157,9,50,1176,824
3710,251,9,1678,1376,859
3610,621,9,1782,857,1658
3736,127,9,1327,964,327
3706,320,9,976,974,533
3707,171,9,1603,1756,714
3708,139,9,384,359,164
3709,157,9,50,1176,824
3710,251,9,1678,1376,859
3610,621,9,1782,857,1658
3736,127,9,1327,964,327
3706,320,9,976,974,533
3707,171,9,1603,1756,714
3708,139,9,384,359,164
3709,157,9,50,1176,824
3710,251,9,1678,1376,859
3610,621,9,1782,857,1658
3736,127,9,1327,964,327
3746,750,9,1803,1024,1304
16,618,9,98,1181,328
18,750,9,1803,251,1376
3747,139,9,1665,912,11
3746,750,9,1803,1024,1304
16,618,9,98,1181,328
18,750,9,1803,251,1376
3747,139,9,1665,912,11
3746,750,9,1803,1024,1304
16,618,9,98,1181,328
18,750,9,1803,251,1376
3747,139,9,1665,912,11
3746,750,9,1803,1024,1304
16,618,9,98,1181,328
18,750,9,1803,251,1376
3747,139,9,1665,912,11
3748,221,9,969,98,1500
3748,221,9,969,98,1500
3748,221,9,969,98,1500
3748,221,9,969,98,1500
3754,552,9,859,82,533
3758,741,9,1169,1866,370
3765,354,9,165,846,906
3610,621,9,1782,857,1658
159,138,9,1679,105,1084
3796,655,9,1667,106,1037
3726,159,9,1416,1924,1380
2509,106,9,1772,635,174
3510,165,9,914,89,1040
201,184,9,895,953,1150
3916,698,9,1709,554,1734
253,267,9,925,595,1173
3703,323,9,5,262,1067
1953,445,9,1167,1694,1038
3787,773,9,391,657,728
3630,70,9,165,975,1580
3611,800,9,566,1520,71
4053,531,9,165,1581,949
4054,800,9,1380,1040,1489
4058,615,9,603,523,187
4060,71,9,172,1622,790
3926,186,9,16,889,419
4066,704,9,846,311,860
4074,25,9,1301,1584,339
3579,667,9,251,1404,960
4072,372,9,556,1400,1007
3713,357,9,877,1297,998
3950,432,9,336,1416,1868
4087,810,9,1483,1559,1257
4090,163,9,1919,1348,1076
4097,384,9,231,497,1266
4070,267,9,1782,1663,1022
4163,753,9,1933,566,256
4165,635,9,746,1180,391
4132,243,9,859,385,1983
3623,431,9,677,889,891
4151,299,9,942,546,1127
4174,406,9,997,1725,108
115,550,9,1731,849,450
3642,561,27,1359,1458,1163
4187,676,9,859,1671,1606
4197,253,9,1663,660,1539
4244,99,9,172,526,288
4278,179,9,1510,1717,365
4288,244,9,895,1002,1179
2903,809,9,1537,586,1197
4267,323,9,315,1499,1497
138,490,9,1169,169,1265
73,46,9,1957,589,1100
4255,342,9,1510,544,1997
3527,680,9,951,328,72
4188,720,23,1450,1384,744
3599,181,9,426,1657,568
4033,181,9,426,1657,568
4103,581,9,1122,1314,1646
4324,283,9,1623,1008,1458
3659,132,9,80,558,858
33,400,9,691,1878,9
4363,613,9,979,303,759
4364,740,9,303,46,387
4303,573,10,617,1477,114
4374,135,9,349,1343,645
4373,770,9,990,1721,370
4375,179,9,1510,889,1039
177,796,9,1340,826,467
3754,552,9,859,82,533
3758,741,9,1169,1866,370
3765,354,9,165,846,906
3610,621,9,1782,857,1658
159,138,9,1679,105,1084
3796,655,9,1667,106,1037
3726,159,9,1416,1924,1380
