itemID,director,movieCountry,movieLanguage,movieYear,genre1,genre2,genre3,actor1,actor2,actor3,rating
3922,4,37,9,2009,10,17,0,1624,1756,189,5
3714,362,37,9,2010,10,0,0,1439,5,486,3
3740,365,37,9,2010,10,21,0,1620,531,1382,2
3899,326,36,9,2011,1,10,17,1180,484,843,3
4003,199,37,9,2011,17,19,21,807,1372,1912,5
3656,459,37,9,2010,7,10,0,116,1022,1265,5
4182,61,17,20,2011,10,0,0,1162,1536,1726,5
3642,561,33,27,2009,8,10,17,1359,1458,1163,5
4163,753,37,9,2011,10,0,0,1933,566,256,5
4202,39,37,9,2011,1,19,21,74,1040,374,4
4147,72,37,9,2011,6,10,20,223,979,1539,3
4090,163,14,9,2011,10,21,0,1919,1348,1076,4
4255,342,37,9,2011,7,10,0,1510,544,1997,5
4228,105,37,9,2011,7,10,18,969,5,1364,4
4070,267,37,9,2011,7,10,18,1782,1663,1022,4
4219,741,37,9,2011,10,13,22,903,561,1526,2
4259,25,37,9,2011,7,10,0,660,1727,163,4
38,65,36,9,2010,9,7,0,1833,154,1738,3
4265,557,37,9,2002,10,21,0,476,1624,830,3
4277,576,36,9,2011,10,0,0,1526,1471,525,4
4217,680,36,9,2011,10,21,0,1596,1910,458,5
4303,573,13,10,2011,7,10,0,617,1477,114,5
4304,681,13,9,2011,7,10,0,938,1058,358,5
4319,525,13,9,2011,7,18,10,866,179,952,4
4320,673,37,9,2010,10,0,0,1413,116,1096,4
3737,650,37,9,2000,1,3,10,1659,936,396,5
3726,159,37,9,2010,10,21,0,1416,1924,1380,5
3750,157,37,9,2010,3,6,10,817,1057,77,4
3712,783,37,9,2010,6,10,21,738,1679,1392,4
3834,523,37,9,2010,9,6,10,1092,1138,1938,5
3867,203,37,9,2010,7,10,18,807,112,1000,4
3922,4,37,9,2009,10,17,0,1624,1756,189,5
3714,362,37,9,2010,10,0,0,1439,5,486,3
3740,365,37,9,2010,10,21,0,1620,531,1382,2
3899,326,36,9,2011,1,10,17,1180,484,843,3
4003,199,37,9,2011,17,19,21,807,1372,1912,5
3656,459,37,9,2010,7,10,0,116,1022,1265,5
4182,61,17,20,2011,10,0,0,1162,1536,1726,5
3642,561,33,27,2009,8,10,17,1359,1458,1163,5
4163,753,37,9,2011,10,0,0,1933,566,256,5
4202,39,37,9,2011,1,19,21,74,1040,374,4
4147,72,37,9,2011,6,10,20,223,979,1539,3
4090,163,14,9,2011,10,21,0,1919,1348,1076,4
4255,342,37,9,2011,7,10,0,1510,544,1997,5
4228,105,37,9,2011,7,10,18,969,5,1364,4
4070,267,37,9,2011,7,10,18,1782,1663,1022,4
4219,741,37,9,2011,10,13,22,903,561,1526,2
4259,25,37,9,2011,7,10,0,660,1727,163,4
38,65,36,9,2010,9,7,0,1833,154,1738,3
4265,557,37,9,2002,10,21,0,476,1624,830,3
4277,576,36,9,2011,10,0,0,1526,1471,525,4
4217,680,36,9,2011,10,21,0,1596,1910,458,5
4303,573,13,10,2011,7,10,0,617,1477,114,5
4304,681,13,9,2011,7,10,0,938,1058,358,5
4319,525,13,9,2011,7,18,10,866,179,952,4
4320,673,37,9,2010,10,0,0,1413,116,1096,4
3737,650,37,9,2000,1,3,10,1659,936,396,5
3726,159,37,9,2010,10,21,0,1416,1924,1380,5
3750,157,37,9,2010,3,6,10,817,1057,77,4
3712,783,37,9,2010,6,10,21,738,1679,1392,4
3834,523,37,9,2010,9,6,10,1092,1138,1938,5
3867,203,37,9,2010,7,10,18,807,112,1000,4
3922,4,37,9,2009,10,17,0,1624,1756,189,5
3714,362,37,9,2010,10,0,0,1439,5,486,3
3740,365,37,9,2010,10,21,0,1620,531,1382,2
3899,326,36,9,2011,1,10,17,1180,484,843,3
4003,199,37,9,2011,17,19,21,807,1372,1912,5
3656,459,37,9,2010,7,10,0,116,1022,1265,5
4182,61,17,20,2011,10,0,0,1162,1536,1726,5
3642,561,33,27,2009,8,10,17,1359,1458,1163,5
4163,753,37,9,2011,10,0,0,1933,566,256,5
4202,39,37,9,2011,1,19,21,74,1040,374,4
4147,72,37,9,2011,6,10,20,223,979,1539,3
4090,163,14,9,2011,10,21,0,1919,1348,1076,4
4255,342,37,9,2011,7,10,0,1510,544,1997,5
4228,105,37,9,2011,7,10,18,969,5,1364,4
4070,267,37,9,2011,7,10,18,1782,1663,1022,4
4219,741,37,9,2011,10,13,22,903,561,1526,2
4259,25,37,9,2011,7,10,0,660,1727,163,4
38,65,36,9,2010,9,7,0,1833,154,1738,3
4265,557,37,9,2002,10,21,0,476,1624,830,3
4277,576,36,9,2011,10,0,0,1526,1471,525,4
4217,680,36,9,2011,10,21,0,1596,1910,458,5
4303,573,13,10,2011,7,10,0,617,1477,114,5
4304,681,13,9,2011,7,10,0,938,1058,358,5
4319,525,13,9,2011,7,18,10,866,179,952,4
4320,673,37,9,2010,10,0,0,1413,116,1096,4
3737,650,37,9,2000,1,3,10,1659,936,396,5
3776,189,37,9,2010,7,10,0,470,449,76,3
3779,420,36,9,2010,7,0,0,232,1414,1080,3
3743,591,37,9,2010,7,0,0,1620,172,1483,4
3678,769,37,9,2010,7,0,0,1622,1986,1372,4
3776,189,37,9,2010,7,10,0,470,449,76,10000000
3779,420,36,9,2010,7,0,0,232,1414,1080,0
3743,591,37,9,2010,7,0,0,1620,172,1483,100000000
3678,769,37,9,2010,7,0,0,1622,1986,1372,65000000
3776,189,37,9,2010,7,10,0,470,449,76,10000000
3779,420,36,9,2010,7,0,0,232,1414,1080,0
3743,591,37,9,2010,7,0,0,1620,172,1483,100000000
3678,769,37,9,2010,7,0,0,1622,1986,1372,65000000
3776,189,37,9,2010,7,10,0,470,449,76,10000000
3779,420,36,9,2010,7,0,0,232,1414,1080,0
3743,591,37,9,2010,7,0,0,1620,172,1483,100000000
3678,769,37,9,2010,7,0,0,1622,1986,1372,65000000
3787,773,36,9,2010,10,13,0,391,657,728,4
3787,773,36,9,2010,10,13,0,391,657,728,4
3787,773,36,9,2010,10,13,0,391,657,728,4
3787,773,36,9,2010,10,13,0,391,657,728,4
3748,221,37,9,2010,1,10,21,969,98,1500,4
3824,43,37,9,2010,7,18,0,1120,834,1746,3
184,538,37,9,2010,1,3,12,807,169,649,5
3748,221,37,9,2010,1,10,21,969,98,1500,4
3824,43,37,9,2010,7,18,0,1120,834,1746,3
184,538,37,9,2010,1,3,12,807,169,649,5
3748,221,37,9,2010,1,10,21,969,98,1500,4
3824,43,37,9,2010,7,18,0,1120,834,1746,3
184,538,37,9,2010,1,3,12,807,169,649,5
3748,221,37,9,2010,1,10,21,969,98,1500,4
3824,43,37,9,2010,7,18,0,1120,834,1746,3
184,538,37,9,2010,1,3,12,807,169,649,5
3770,411,37,9,2010,1,3,19,877,640,244,4
3868,211,37,9,2006,6,10,20,1267,691,544,4
3770,411,37,9,2010,1,3,19,877,640,244,4
3868,211,37,9,2006,6,10,20,1267,691,544,4
3770,411,37,9,2010,1,3,19,877,640,244,4
3868,211,37,9,2006,6,10,20,1267,691,544,4
3770,411,37,9,2010,1,3,19,877,640,244,4
3868,211,37,9,2006,6,10,20,1267,691,544,4
3859,591,37,9,1999,7,18,0,847,339,1839,5
3926,186,37,9,2011,7,18,0,16,889,419,5
3859,591,37,9,1999,7,18,0,847,339,1839,5
3926,186,37,9,2011,7,18,0,16,889,419,5
3859,591,37,9,1999,7,18,0,847,339,1839,5
3926,186,37,9,2011,7,18,0,16,889,419,5
3859,591,37,9,1999,7,18,0,847,339,1839,5
3926,186,37,9,2011,7,18,0,16,889,419,5
2489,235,37,9,1970,6,10,22,658,1048,1779,4
48,634,13,10,2010,1,8,21,869,1041,1600,3
3864,149,28,24,2009,10,0,0,1453,1527,0,4
109,603,37,9,2009,7,8,0,370,1404,1964,5
3882,584,37,9,2010,8,10,18,1659,544,1180,4
3883,390,37,9,1963,3,10,13,1787,819,1599,5
2489,235,37,9,1970,6,10,22,658,1048,1779,4
48,634,13,10,2010,1,8,21,869,1041,1600,3
3864,149,28,24,2009,10,0,0,1453,1527,0,4
109,603,37,9,2009,7,8,0,370,1404,1964,5
3882,584,37,9,2010,8,10,18,1659,544,1180,4
3883,390,37,9,1963,3,10,13,1787,819,1599,5
2489,235,37,9,1970,6,10,22,658,1048,1779,4
48,634,13,10,2010,1,8,21,869,1041,1600,3
3864,149,28,24,2009,10,0,0,1453,1527,0,4
109,603,37,9,2009,7,8,0,370,1404,1964,5
3882,584,37,9,2010,8,10,18,1659,544,1180,4
3883,390,37,9,1963,3,10,13,1787,819,1599,5
2489,235,37,9,1970,6,10,22,658,1048,1779,4
48,634,13,10,2010,1,8,21,869,1041,1600,3
3864,149,28,24,2009,10,0,0,1453,1527,0,4
109,603,37,9,2009,7,8,0,370,1404,1964,5
3882,584,37,9,2010,8,10,18,1659,544,1180,4
3883,390,37,9,1963,3,10,13,1787,819,1599,5
3860,159,37,9,2000,10,0,0,547,844,891,4
3649,769,37,9,2009,7,8,0,224,522,1986,5
138,490,37,9,2010,10,17,21,1169,169,1265,5
47,135,37,9,2010,1,17,19,1169,1088,997,4
3861,345,37,9,1980,7,18,0,1174,1027,1045,4
3708,139,37,9,2008,10,0,0,384,359,164,5
3535,145,37,9,1997,8,10,17,1103,1659,698,4
3862,622,13,9,2008,1,8,10,1180,599,1234,4
3510,165,37,9,2010,6,10,13,914,89,1040,5
3863,417,27,23,2009,1,8,9,1388,1271,1563,4
3860,159,37,9,2000,10,0,0,547,844,891,4
3649,769,37,9,2009,7,8,0,224,522,1986,5
138,490,37,9,2010,10,17,21,1169,169,1265,5
47,135,37,9,2010,1,17,19,1169,1088,997,4
3861,345,37,9,1980,7,18,0,1174,1027,1045,4
3708,139,37,9,2008,10,0,0,384,359,164,5
3535,145,37,9,1997,8,10,17,1103,1659,698,4
3862,622,13,9,2008,1,8,10,1180,599,1234,4
3510,165,37,9,2010,6,10,13,914,89,1040,5
3863,417,27,23,2009,1,8,9,1388,1271,1563,4
3860,159,37,9,2000,10,0,0,547,844,891,4
3649,769,37,9,2009,7,8,0,224,522,1986,5
138,490,37,9,2010,10,17,21,1169,169,1265,5
47,135,37,9,2010,1,17,19,1169,1088,997,4
3861,345,37,9,1980,7,18,0,1174,1027,1045,4
3708,139,37,9,2008,10,0,0,384,359,164,5
3535,145,37,9,1997,8,10,17,1103,1659,698,4
3862,622,13,9,2008,1,8,10,1180,599,1234,4
3510,165,37,9,2010,6,10,13,914,89,1040,5
3863,417,27,23,2009,1,8,9,1388,1271,1563,4
3860,159,37,9,2000,10,0,0,547,844,891,4
3649,769,37,9,2009,7,8,0,224,522,1986,5
138,490,37,9,2010,10,17,21,1169,169,1265,5
47,135,37,9,2010,1,17,19,1169,1088,997,4
3861,345,37,9,1980,7,18,0,1174,1027,1045,4
3708,139,37,9,2008,10,0,0,384,359,164,5
3535,145,37,9,1997,8,10,17,1103,1659,698,4
3862,622,13,9,2008,1,8,10,1180,599,1234,4
3510,165,37,9,2010,6,10,13,914,89,1040,5
3863,417,27,23,2009,1,8,9,1388,1271,1563,4
164,810,37,9,2009,7,18,0,1139,592,732,5
220,23,37,9,2004,1,17,19,1957,239,246,5
164,810,37,9,2009,7,18,0,1139,592,732,5
220,23,37,9,2004,1,17,19,1957,239,246,5
164,810,37,9,2009,7,18,0,1139,592,732,5
220,23,37,9,2004,1,17,19,1957,239,246,5
164,810,37,9,2009,7,18,0,1139,592,732,5
220,23,37,9,2004,1,17,19,1957,239,246,5
3918,606,37,9,2001,1,3,12,541,753,1919,5
3918,606,37,9,2001,1,3,12,541,753,1919,5
3918,606,37,9,2001,1,3,12,541,753,1919,5
3918,606,37,9,2001,1,3,12,541,753,1919,5
2683,807,38,11,1987,12,10,18,253,1760,1482,5
3870,784,37,9,1998,8,10,0,531,530,186,5
39,756,36,9,2009,3,12,17,719,368,1914,5
2009,668,37,9,1964,7,10,11,1023,487,459,5
4232,6,2,9,2009,4,7,10,181,1878,1539,4
3645,594,22,25,2010,10,11,0,995,1417,1425,5
3613,216,14,11,2009,7,0,0,12,199,1405,5
3920,165,37,9,1999,10,17,21,223,531,728,5
70,421,37,9,1996,6,10,0,884,447,175,4
2141,490,37,9,1976,10,21,8,1620,410,1523,5
33,400,37,9,2006,3,7,10,691,1878,9,4
4195,446,11,9,2011,10,19,0,1113,316,1106,5
2690,447,37,9,1993,7,10,18,969,1169,1032,5
3005,541,37,9,1975,10,0,0,794,1213,1968,5
2509,106,37,9,1995,8,17,21,1772,635,174,5
4016,467,13,9,1994,8,10,21,869,645,1416,5
47,135,37,9,2010,1,17,19,1169,1088,997,4
30,165,37,9,1995,8,10,17,223,1404,699,5
203,323,37,9,2007,7,10,0,549,1344,893,3
2683,807,38,11,1987,12,10,18,253,1760,1482,5
3870,784,37,9,1998,8,10,0,531,530,186,5
39,756,36,9,2009,3,12,17,719,368,1914,5
2009,668,37,9,1964,7,10,11,1023,487,459,5
4232,6,2,9,2009,4,7,10,181,1878,1539,4
3645,594,22,25,2010,10,11,0,995,1417,1425,5
3613,216,14,11,2009,7,0,0,12,199,1405,5
3920,165,37,9,1999,10,17,21,223,531,728,5
70,421,37,9,1996,6,10,0,884,447,175,4
2141,490,37,9,1976,10,21,8,1620,410,1523,5
33,400,37,9,2006,3,7,10,691,1878,9,4
4195,446,11,9,2011,10,19,0,1113,316,1106,5
2690,447,37,9,1993,7,10,18,969,1169,1032,5
3005,541,37,9,1975,10,0,0,794,1213,1968,5
2509,106,37,9,1995,8,17,21,1772,635,174,5
4016,467,13,9,1994,8,10,21,869,645,1416,5
47,135,37,9,2010,1,17,19,1169,1088,997,4
30,165,37,9,1995,8,10,17,223,1404,699,5
203,323,37,9,2007,7,10,0,549,1344,893,3
2683,807,38,11,1987,12,10,18,253,1760,1482,5
3870,784,37,9,1998,8,10,0,531,530,186,5
39,756,36,9,2009,3,12,17,719,368,1914,5
2009,668,37,9,1964,7,10,11,1023,487,459,5
4232,6,2,9,2009,4,7,10,181,1878,1539,4
3645,594,22,25,2010,10,11,0,995,1417,1425,5
3613,216,14,11,2009,7,0,0,12,199,1405,5
3920,165,37,9,1999,10,17,21,223,531,728,5
70,421,37,9,1996,6,10,0,884,447,175,4
2141,490,37,9,1976,10,21,8,1620,410,1523,5
33,400,37,9,2006,3,7,10,691,1878,9,4
4195,446,11,9,2011,10,19,0,1113,316,1106,5
2690,447,37,9,1993,7,10,18,969,1169,1032,5
3005,541,37,9,1975,10,0,0,794,1213,1968,5
2509,106,37,9,1995,8,17,21,1772,635,174,5
4016,467,13,9,1994,8,10,21,869,645,1416,5
47,135,37,9,2010,1,17,19,1169,1088,997,4
30,165,37,9,1995,8,10,17,223,1404,699,5
203,323,37,9,2007,7,10,0,549,1344,893,3
2683,807,38,11,1987,12,10,18,253,1760,1482,5
3870,784,37,9,1998,8,10,0,531,530,186,5
39,756,36,9,2009,3,12,17,719,368,1914,5
2009,668,37,9,1964,7,10,11,1023,487,459,5
4232,6,2,9,2009,4,7,10,181,1878,1539,4
3645,594,22,25,2010,10,11,0,995,1417,1425,5
3613,216,14,11,2009,7,0,0,12,199,1405,5
3920,165,37,9,1999,10,17,21,223,531,728,5
70,421,37,9,1996,6,10,0,884,447,175,4
2141,490,37,9,1976,10,21,8,1620,410,1523,5
33,400,37,9,2006,3,7,10,691,1878,9,4
4195,446,11,9,2011,10,19,0,1113,316,1106,5
2690,447,37,9,1993,7,10,18,969,1169,1032,5
3005,541,37,9,1975,10,0,0,794,1213,1968,5
2509,106,37,9,1995,8,17,21,1772,635,174,5
4016,467,13,9,1994,8,10,21,869,645,1416,5
47,135,37,9,2010,1,17,19,1169,1088,997,4
30,165,37,9,1995,8,10,17,223,1404,699,5
203,323,37,9,2007,7,10,0,549,1344,893,3
3589,255,37,9,1999,1,3,19,1180,595,1416,4
3590,255,37,9,2002,1,3,19,595,1416,718,4
3954,255,37,9,2005,1,3,19,595,718,1416,5
3098,255,37,9,1977,1,3,12,1263,710,282,4
4302,294,37,9,1980,1,3,19,1263,710,282,5
2450,741,37,9,1989,1,3,0,710,1710,471,4
3589,255,37,9,1999,1,3,19,1180,595,1416,4
3590,255,37,9,2002,1,3,19,595,1416,718,4
3954,255,37,9,2005,1,3,19,595,718,1416,5
3098,255,37,9,1977,1,3,12,1263,710,282,4
4302,294,37,9,1980,1,3,19,1263,710,282,5
2450,741,37,9,1989,1,3,0,710,1710,471,4
3589,255,37,9,1999,1,3,19,1180,595,1416,4
3590,255,37,9,2002,1,3,19,595,1416,718,4
3954,255,37,9,2005,1,3,19,595,718,1416,5
3098,255,37,9,1977,1,3,12,1263,710,282,4
4302,294,37,9,1980,1,3,19,1263,710,282,5
2450,741,37,9,1989,1,3,0,710,1710,471,4
3589,255,37,9,1999,1,3,19,1180,595,1416,4
3590,255,37,9,2002,1,3,19,595,1416,718,4
3954,255,37,9,2005,1,3,19,595,718,1416,5
3098,255,37,9,1977,1,3,12,1263,710,282,4
4302,294,37,9,1980,1,3,19,1263,710,282,5
2450,741,37,9,1989,1,3,0,710,1710,471,4
3098,255,37,9,1977,1,3,12,1263,710,282,5
3098,255,37,9,1977,1,3,12,1263,710,282,5
3098,255,37,9,1977,1,3,12,1263,710,282,5
3601,32,37,9,2010,10,18,0,1629,555,333,5
4130,225,37,9,2011,10,18,0,1584,1629,358,5
4131,79,37,9,2011,3,10,12,1121,1629,1820,4
4095,778,37,9,2008,7,18,0,263,139,1616,5
3671,95,37,9,2009,10,18,0,5,889,609,1
4291,51,37,9,2008,7,18,0,1060,821,1241,3
3728,181,36,9,2007,3,11,12,426,1657,568,5
4033,181,36,9,2011,3,10,12,426,1657,568,5
193,114,37,9,2008,10,12,18,1121,1629,194,4
47,135,37,9,2010,1,17,19,1169,1088,997,5
170,51,37,9,2009,7,10,18,1688,1667,1288,5
4169,69,36,9,2004,7,18,0,1593,746,391,5
3611,800,37,9,2010,7,18,0,566,1520,71,4
3124,548,37,9,1994,10,14,12,1863,223,1113,4
4141,557,37,9,2004,10,18,22,1663,1559,819,5
4066,704,37,9,2011,7,8,0,846,311,860,5
4070,267,37,9,2011,7,10,18,1782,1663,1022,4
3847,736,37,9,2010,10,16,18,321,354,575,4
3859,591,37,9,1999,7,18,0,847,339,1839,2
4103,581,37,9,2011,7,18,0,1122,1314,1646,4
4292,185,37,9,2003,7,10,18,71,391,1087,5
3980,274,36,9,2011,3,7,19,1751,1431,1725,4
218,270,37,9,2003,1,3,12,969,1478,1076,5
3304,457,36,9,1997,7,10,21,815,1801,68,3
4293,196,37,9,2006,7,12,18,1192,342,1681,5
4294,422,37,9,2010,10,18,0,1381,1179,1087,2
3601,32,37,9,2010,10,18,0,1629,555,333,5
4130,225,37,9,2011,10,18,0,1584,1629,358,5
4131,79,37,9,2011,3,10,12,1121,1629,1820,4
4095,778,37,9,2008,7,18,0,263,139,1616,5
3671,95,37,9,2009,10,18,0,5,889,609,1
4291,51,37,9,2008,7,18,0,1060,821,1241,3
3728,181,36,9,2007,3,11,12,426,1657,568,5
4033,181,36,9,2011,3,10,12,426,1657,568,5
193,114,37,9,2008,10,12,18,1121,1629,194,4
47,135,37,9,2010,1,17,19,1169,1088,997,5
170,51,37,9,2009,7,10,18,1688,1667,1288,5
4169,69,36,9,2004,7,18,0,1593,746,391,5
3611,800,37,9,2010,7,18,0,566,1520,71,4
3124,548,37,9,1994,10,14,12,1863,223,1113,4
4141,557,37,9,2004,10,18,22,1663,1559,819,5
4066,704,37,9,2011,7,8,0,846,311,860,5
4070,267,37,9,2011,7,10,18,1782,1663,1022,4
3847,736,37,9,2010,10,16,18,321,354,575,4
3859,591,37,9,1999,7,18,0,847,339,1839,2
4103,581,37,9,2011,7,18,0,1122,1314,1646,4
4292,185,37,9,2003,7,10,18,71,391,1087,5
3980,274,36,9,2011,3,7,19,1751,1431,1725,4
218,270,37,9,2003,1,3,12,969,1478,1076,5
3304,457,36,9,1997,7,10,21,815,1801,68,3
4293,196,37,9,2006,7,12,18,1192,342,1681,5
4294,422,37,9,2010,10,18,0,1381,1179,1087,2
3601,32,37,9,2010,10,18,0,1629,555,333,16000000
4130,225,37,9,2011,10,18,0,1584,1629,358,38000000
4131,79,37,9,2011,3,10,12,1121,1629,1820,110000000
4095,778,37,9,2008,7,18,0,263,139,1616,35000000
3671,95,37,9,2009,10,18,0,5,889,609,18000000
4291,51,37,9,2008,7,18,0,1060,821,1241,30000000
3728,181,36,9,2007,3,11,12,426,1657,568,150000000
4033,181,36,9,2011,3,10,12,426,1657,568,125000000
193,114,37,9,2008,10,12,18,1121,1629,194,37000000
47,135,37,9,2010,1,17,19,1169,1088,997,160000000
170,51,37,9,2009,7,10,18,1688,1667,1288,40000000
4169,69,36,9,2004,7,18,0,1593,746,391,40000000
3611,800,37,9,2010,7,18,0,566,1520,71,8000000
3124,548,37,9,1994,10,14,12,1863,223,1113,0
4141,557,37,9,2004,10,18,22,1663,1559,819,29000000
4066,704,37,9,2011,7,8,0,846,311,860,35000000
4070,267,37,9,2011,7,10,18,1782,1663,1022,45000000
3847,736,37,9,2010,10,16,18,321,354,575,55000000
3859,591,37,9,1999,7,18,0,847,339,1839,10000000
4103,581,37,9,2011,7,18,0,1122,1314,1646,32500000
4292,185,37,9,2003,7,10,18,71,391,1087,25000000
3980,274,36,9,2011,3,7,19,1751,1431,1725,40000000
218,270,37,9,2003,1,3,12,969,1478,1076,140000000
3304,457,36,9,1997,7,10,21,815,1801,68,0
4293,196,37,9,2006,7,12,18,1192,342,1681,28000000
4294,422,37,9,2010,10,18,0,1381,1179,1087,20000000
3601,32,37,9,2010,10,18,0,1629,555,333,5
4130,225,37,9,2011,10,18,0,1584,1629,358,5
4131,79,37,9,2011,3,10,12,1121,1629,1820,4
4095,778,37,9,2008,7,18,0,263,139,1616,5
3671,95,37,9,2009,10,18,0,5,889,609,1
4291,51,37,9,2008,7,18,0,1060,821,1241,3
3728,181,36,9,2007,3,11,12,426,1657,568,5
4033,181,36,9,2011,3,10,12,426,1657,568,5
193,114,37,9,2008,10,12,18,1121,1629,194,4
47,135,37,9,2010,1,17,19,1169,1088,997,5
170,51,37,9,2009,7,10,18,1688,1667,1288,5
4169,69,36,9,2004,7,18,0,1593,746,391,5
3611,800,37,9,2010,7,18,0,566,1520,71,4
3124,548,37,9,1994,10,14,12,1863,223,1113,4
4141,557,37,9,2004,10,18,22,1663,1559,819,5
4066,704,37,9,2011,7,8,0,846,311,860,5
4070,267,37,9,2011,7,10,18,1782,1663,1022,4
3847,736,37,9,2010,10,16,18,321,354,575,4
3859,591,37,9,1999,7,18,0,847,339,1839,2
4103,581,37,9,2011,7,18,0,1122,1314,1646,4
4292,185,37,9,2003,7,10,18,71,391,1087,5
3980,274,36,9,2011,3,7,19,1751,1431,1725,4
218,270,37,9,2003,1,3,12,969,1478,1076,5
3304,457,36,9,1997,7,10,21,815,1801,68,3
4293,196,37,9,2006,7,12,18,1192,342,1681,5
4294,422,37,9,2010,10,18,0,1381,1179,1087,2
3701,119,37,9,2002,3,11,12,426,1657,568,5
4289,627,37,9,1997,1,7,8,44,1662,1166,5
3835,37,37,9,2008,3,11,12,666,1757,1967,4
3701,119,37,9,2002,3,11,12,426,1657,568,5
4289,627,37,9,1997,1,7,8,44,1662,1166,5
3835,37,37,9,2008,3,11,12,666,1757,1967,4
3701,119,37,9,2002,3,11,12,426,1657,568,5
4289,627,37,9,1997,1,7,8,44,1662,1166,5
3835,37,37,9,2008,3,11,12,666,1757,1967,4
3701,119,37,9,2002,3,11,12,426,1657,568,5
4289,627,37,9,1997,1,7,8,44,1662,1166,5
3835,37,37,9,2008,3,11,12,666,1757,1967,4
47,135,37,9,2010,1,17,19,1169,1088,997,5
47,135,37,9,2010,1,17,19,1169,1088,997,5
47,135,37,9,2010,1,17,19,1169,1088,997,5
47,135,37,9,2010,1,17,19,1169,1088,997,5
4283,223,39,24,1962,7,0,0,1239,430,1333,5
4283,223,39,24,1962,7,0,0,1239,430,1333,5
4283,223,39,24,1962,7,0,0,1239,430,1333,5
4283,223,39,24,1962,7,0,0,1239,430,1333,5
218,270,37,9,2003,1,3,12,969,1478,1076,5
3758,741,37,9,2002,6,8,10,1169,1866,370,5
3737,650,37,9,2000,1,3,10,1659,936,396,5
3211,786,37,9,1986,1,10,18,1863,1085,1906,5
3870,784,37,9,1998,8,10,0,531,530,186,5
218,270,37,9,2003,1,3,12,969,1478,1076,5
3758,741,37,9,2002,6,8,10,1169,1866,370,5
3737,650,37,9,2000,1,3,10,1659,936,396,5
3211,786,37,9,1986,1,10,18,1863,1085,1906,5
3870,784,37,9,1998,8,10,0,531,530,186,5
218,270,37,9,2003,1,3,12,969,1478,1076,5
3758,741,37,9,2002,6,8,10,1169,1866,370,5
3737,650,37,9,2000,1,3,10,1659,936,396,5
3211,786,37,9,1986,1,10,18,1863,1085,1906,5
3870,784,37,9,1998,8,10,0,531,530,186,5
218,270,37,9,2003,1,3,12,969,1478,1076,5
3758,741,37,9,2002,6,8,10,1169,1866,370,5
3737,650,37,9,2000,1,3,10,1659,936,396,5
3211,786,37,9,1986,1,10,18,1863,1085,1906,5
3870,784,37,9,1998,8,10,0,531,530,186,5
3689,683,37,9,2009,17,21,0,1866,595,147,3
4233,686,37,9,2011,1,3,7,914,436,150,3
4234,94,37,9,2009,1,3,7,1953,107,436,4
4164,707,37,9,2006,1,3,7,172,273,487,4
4235,357,37,9,1998,7,8,0,877,952,1022,4
3689,683,37,9,2009,17,21,0,1866,595,147,3
4233,686,37,9,2011,1,3,7,914,436,150,3
4234,94,37,9,2009,1,3,7,1953,107,436,4
4164,707,37,9,2006,1,3,7,172,273,487,4
4235,357,37,9,1998,7,8,0,877,952,1022,4
3689,683,37,9,2009,17,21,0,1866,595,147,3
4233,686,37,9,2011,1,3,7,914,436,150,3
4234,94,37,9,2009,1,3,7,1953,107,436,4
4164,707,37,9,2006,1,3,7,172,273,487,4
4235,357,37,9,1998,7,8,0,877,952,1022,4
3689,683,37,9,2009,17,21,0,1866,595,147,3
4233,686,37,9,2011,1,3,7,914,436,150,3
4234,94,37,9,2009,1,3,7,1953,107,436,4
4164,707,37,9,2006,1,3,7,172,273,487,4
4235,357,37,9,1998,7,8,0,877,952,1022,4
4092,355,37,9,2011,1,3,19,335,1877,749,3
4091,436,37,9,2011,3,10,0,303,832,503,2
4197,253,37,9,2011,10,0,0,1663,660,1539,4
4188,720,27,23,2011,7,10,0,1450,1384,744,5
1,549,36,9,2010,1,3,13,494,1348,1467,3
4092,355,37,9,2011,1,3,19,335,1877,749,3
4091,436,37,9,2011,3,10,0,303,832,503,2
4197,253,37,9,2011,10,0,0,1663,660,1539,4
4188,720,27,23,2011,7,10,0,1450,1384,744,5
1,549,36,9,2010,1,3,13,494,1348,1467,3
4092,355,37,9,2011,1,3,19,335,1877,749,3
4091,436,37,9,2011,3,10,0,303,832,503,2
4197,253,37,9,2011,10,0,0,1663,660,1539,4
4188,720,27,23,2011,7,10,0,1450,1384,744,5
1,549,36,9,2010,1,3,13,494,1348,1467,3
4092,355,37,9,2011,1,3,19,335,1877,749,3
4091,436,37,9,2011,3,10,0,303,832,503,2
4197,253,37,9,2011,10,0,0,1663,660,1539,4
4188,720,27,23,2011,7,10,0,1450,1384,744,5
1,549,36,9,2010,1,3,13,494,1348,1467,3
4177,777,14,9,2006,10,12,0,173,516,27,4
4194,441,37,9,2007,10,15,18,629,1095,988,4
4192,108,37,9,2001,17,18,19,1863,1521,1126,5
2759,231,37,9,1994,10,0,0,1853,1404,206,5
3926,186,37,9,2011,7,18,0,16,889,419,3
3926,186,37,9,2011,7,18,0,16,889,419,5
1886,589,37,9,1992,8,10,17,1347,1733,661,1
157,521,37,9,2010,7,10,18,1696,1108,1123,2
2526,352,37,9,1995,10,18,0,1972,111,547,3
